,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
1752,25,Charlotte Graham,http://games.crossfit.com/athlete/593325,1653 (11209),0,,0,0,147 lb,1005 (252),3288 (259),2010 (91),1106 (219),3800 (12:09),16,CrossFit White Bear,CrossFit White Bear,--,--,--,--,--,--,--,--,--,--,--,--
1753,22,Emily Rowlands,http://games.crossfit.com/athlete/237561,1654 (11211),0,61.0,0,0,130 lb,2324 (232),844 (343),2166 (90),2269 (206),3608 (12:04),16,CrossFit Lewisburg,CrossFit Lewisburg,--,--,--,--,--,--,--,200 lb,155 lb,365 lb,295 lb,20
1754,27,Kayleen Wilkinson,http://games.crossfit.com/athlete/164405,1655 (11214),0,64.0,0,0,125 lb,683 (263),1594 (339),707 (104),3419 (199),4811 (12:32),16,CrossFit Syracuse,CrossFit Syracuse,3:25,--,--,--,--,--,--,175 lb,135 lb,255 lb,210 lb,50
1755,24,Anne Harford,http://games.crossfit.com/athlete/371528,1656 (11222),0,,0,0,140 lb,1210 (247),1733 (339),2344 (90),5180 (191),755 (10:18),16,Crossfit X-Factor,CrossFit X-Factor,--,--,--,--,--,--,--,--,--,--,--,--
1756,35,Micheline Chamandy,http://games.crossfit.com/athlete/5319,1657 (11224),0,,0,0,--,2054 (234),3495 (259),1208 (101),2851 (202),1616 (11:02),16,Deka CF Team,Deka CrossFit,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1757,33,Kim Perry,http://games.crossfit.com/athlete/80364,1658 (11227),0,61.0,0,0,124 lb,2888 (224),2638 (261),943 (102),2903 (202),1855 (11:12),16,CrossFit Summerside,CrossFit Summerside,--,--,--,--,--,--,--,160 lb,130 lb,245 lb,205 lb,--
1758,28,Lyndsey Beaudin,http://games.crossfit.com/athlete/244278,1659 (11231),0,65.0,0,0,145 lb,1210 (247),1836 (339),4097 (81),1995 (208),2093 (11:21),16,CrossFit Pallas,CrossFit Pallas,0:00,0:00,0:00,0:00,0,0:00,0:00,165 lb,135 lb,285 lb,225 lb,0
1759,27,Janyce Okamoto,http://games.crossfit.com/athlete/67543,1660 (11250),0,61.0,0,0,120 lb,3157 (221),2751 (261),1008 (102),2552 (204),1782 (11:09),16,,Unaffiliated,3:00,--,2:17,--,--,--,--,193 lb,145 lb,275 lb,275 lb,--
1760,28,Jessica Campbell,http://games.crossfit.com/athlete/108348,1661 (11266),0,63.0,0,0,135 lb,1796 (238),1354 (340),3146 (88),1547 (213),3423 (11:59),16,CrossFit Shatter,CrossFit Shatter,5:23,12:01,3:30,32:17,306,--,--,195 lb,140 lb,335 lb,240 lb,25
1761,29,Whitney Ulrich,http://games.crossfit.com/athlete/327900,1662 (11277),0,65.0,0,0,145 lb,3458 (220),1414 (340),1478 (98),2984 (201),1943 (11:16),16,Kimokeo Warriors,CrossFit Kimokeo,3:44,--,2:18,--,324,--,22:22,180 lb,155 lb,300 lb,245 lb,--
1762,24,Alexa Phillips,http://games.crossfit.com/athlete/280409,1663 (11281),0,68.0,0,0,--,775 (260),1786 (339),1797 (93),4412 (194),2511 (11:35),16,CrossFit Reflexion,CrossFit Reflexion,0:00,0:00,0:00,0:00,--,--,0:00,0 lb,0 lb,0 lb,0 lb,--
1763,31,Andrea Carter,http://games.crossfit.com/athlete/169560,1664 (11284),0,62.0,0,0,142 lb,2324 (232),834 (343),1754 (94),5502 (190),870 (10:25),16,CrossFit Power Valley,CrossFit Power Valley,--,--,--,--,--,--,20:40,195 lb,140 lb,325 lb,295 lb,30
1764,28,Lisa O'Kane,http://games.crossfit.com/athlete/124359,1664 (11284),0,64.0,0,0,125 lb,1423 (244),2452 (262),1249 (101),3360 (199),2800 (11:44),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,--,--,--,--,--,--,--,--,--,--,--,--
1765,31,Irina Funtikova,http://games.crossfit.com/athlete/565683,1666 (11299),0,64.96,0,0,137 lb,2429 (230),1984 (339),2426 (89),1420 (214),3040 (11:50),16,Varyag,CrossFit Varyag,--,--,--,--,--,--,--,0 kg,0 kg,0 kg,0 kg,--
1766,29,Tara Jenkins,http://games.crossfit.com/athlete/649653,1667 (11309),0,67.32,0,0,69 kg,1095 (250),4028 (258),1870 (92),3673 (197),643 (10:09),16,CrossFit Moorabbin,CrossFit Moorabbin,4:10,--,--,--,--,1:04,--,154 lb,--,330 lb,245 lb,20
1767,41,Jean Thorson,http://games.crossfit.com/athlete/37776,1668 (11313),0,65.0,0,0,147 lb,1796 (238),3824 (258),2490 (89),2333 (205),870 (10:25),16,CrossFit Wilsonville,CrossFit Wilsonville,4:39,10:20,2:08,24:43,342,1:38,0:00,185 lb,145 lb,255 lb,220 lb,23
1768,28,Tash Norton,http://games.crossfit.com/athlete/45976,1669 (11320),0,,0,0,--,1386 (245),1396 (340),2160 (90),2955 (201),3423 (11:59),16,CrossFit Bath,CrossFit Bath,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1769,26,Mia Edgar,http://games.crossfit.com/athlete/165217,1670 (11356),0,65.0,0,0,155 lb,1796 (238),487 (346),1307 (100),6150 (188),1616 (11:02),16,Team Invictus Unconquerable,CrossFit Invictus Point Loma,--,10:32,3:45,--,--,1:18,--,195 lb,150 lb,--,250 lb,20
1770,37,Isabelle Derond,http://games.crossfit.com/athlete/135914,1671 (11368),0,67.32,0,0,143 lb,1655 (240),1638 (339),3146 (88),2011 (208),2918 (11:47),16,Bowery Menace,Bowery CrossFit,--,--,--,--,--,--,--,155 lb,140 lb,210 lb,220 lb,30
1771,41,Sarah Browne,http://games.crossfit.com/athlete/25460,1672 (11374),0,64.17,0,0,65 kg,4811 (209),1962 (339),921 (102),2470 (204),1210 (10:45),16,CrossFit Rosebud Team,CrossFit Rosebud,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1772,29,Erin Miller,http://games.crossfit.com/athlete/243830,1673 (11381),0,66.0,0,0,135 lb,1338 (246),3281 (259),2171 (90),2498 (204),2093 (11:21),16,Newberg CrossFit Rebuilt,Newberg CrossFit Rebuilt,--,--,--,--,--,--,--,155 lb,135 lb,265 lb,225 lb,--
1773,25,Janelle Brine,http://games.crossfit.com/athlete/730372,1674 (11382),0,,0,0,135 lb,1864 (237),1741 (339),1870 (92),3990 (196),1917 (11:15),16,Rocky Point CrossFit,Rocky Point CrossFit,--,--,--,21:59,--,--,--,175 lb,135 lb,--,235 lb,--
1774,33,Azaree Lintereur,http://games.crossfit.com/athlete/325769,1675 (11387),0,63.0,0,0,145 lb,1386 (245),2018 (339),2710 (89),4599 (193),674 (10:11),16,Ute CrossFit,Ute CrossFit Sugarhouse,--,--,--,--,--,--,--,--,--,--,--,--
1775,33,Allison Bean,http://games.crossfit.com/athlete/117320,1676 (11388),0,64.0,0,0,138 lb,3458 (220),785 (343),3007 (88),1986 (208),2152 (11:23),16,HNL aloha barbarians,CrossFit HNL,3:36,--,2:58,25:54,320,1:13,32:03,200 lb,155 lb,350 lb,270 lb,30
1776,30,Ida Kyrilis,http://games.crossfit.com/athlete/175952,1677 (11399),0,65.0,0,0,162 lb,1600 (241),720 (344),5275 (76),1968 (208),1836 (11:11),16,Team Exe,CrossFit Exe,3:29,--,1:56,--,--,--,--,73 kg,65 kg,140 kg,125 kg,21
1777,40,Cori Gobell,http://games.crossfit.com/athlete/50837,1678 (11409),0,,0,0,147 lb,2676 (226),699 (344),132 (118),2004 (208),5898 (12:54),16,Front Range CrossFit,Front Range CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1778,27,Alyssa Allen,http://games.crossfit.com/athlete/470106,1679 (11411),0,67.0,0,0,175 lb,1210 (247),3199 (260),1172 (101),1108 (219),4722 (12:30),16,Crossfit Sprag,CrossFit Sprag,5:01,--,--,--,--,--,--,225 lb,187 lb,325 lb,315 lb,--
1779,29,Andrea Asimoglou,http://games.crossfit.com/athlete/471547,1680 (11412),0,61.0,0,0,140 lb,4275 (213),1362 (340),1374 (99),2044 (208),2357 (11:30),16,,Elite Technique CrossFit,--,--,--,--,--,--,--,185 lb,155 lb,--,--,--
1780,29,Sammy Leid,http://games.crossfit.com/athlete/302595,1681 (11421),0,,0,0,126 lb,2988 (223),1147 (341),2276 (90),3859 (197),1151 (10:42),16,CrossFit Ephrata,CrossFit Ephrata,--,--,--,--,--,--,--,--,--,--,--,--
1781,45,Fortune Santos,http://games.crossfit.com/athlete/12408,1682 (11426),0,62.0,0,0,127 lb,3157 (221),2505 (262),1946 (91),1398 (215),2420 (11:32),16,,CrossFit Port Saint Lucie,2:47,8:15,2:15,19:34,398,1:27,23:47,190 lb,145 lb,310 lb,260 lb,47
1782,27,Alicia Wagner,http://games.crossfit.com/athlete/3030,1683 (11430),0,64.0,0,0,140 lb,1980 (235),1862 (339),1881 (92),1530 (213),4177 (12:18),16,NewCov CrossFit,NewCov CrossFit,3:21,9:52,2:35,22:13,259,--,--,185 lb,145 lb,345 lb,260 lb,39
1783,27,Ashley Durschmidt,http://games.crossfit.com/athlete/5121,1684 (11437),0,65.0,0,0,155 lb,1073 (251),988 (342),4052 (81),4627 (193),697 (10:13),16,CrossFit Wilsonville,CrossFit Wilsonville,--,--,--,--,--,--,--,--,--,--,--,--
1784,32,Caroline Omre,http://games.crossfit.com/athlete/34898,1685 (11442),0,66.14,0,0,136 lb,2888 (224),2499 (262),2238 (90),1693 (211),2124 (11:22),16,Team CrossFit Nordic,CrossFit Nordic,--,--,--,--,--,--,--,--,--,--,--,--
1785,36,Amanda Fillers,http://games.crossfit.com/athlete/116324,1686 (11445),0,65.0,0,0,138 lb,1864 (237),2167 (263),1441 (98),838 (228),5135 (12:39),16,CrossFit Revamped,CrossFit Revamped,4:52,--,6:16,--,--,--,--,155 lb,110 lb,300 lb,225 lb,31
1786,44,Stephanie Ramsey,http://games.crossfit.com/athlete/178354,1687 (11446),0,,0,0,134 lb,1531 (242),3812 (258),1724 (94),2789 (202),1590 (11:01),16,CrossFit Takeover,CrossFit Takeover,--,--,--,--,--,--,--,--,--,--,--,--
1787,26,Ellen Merrill,http://games.crossfit.com/athlete/542469,1688 (11447),0,66.0,0,0,150 lb,2054 (234),1053 (342),3079 (88),4601 (193),660 (10:10),16,,CrossFit Rove,--,--,--,--,--,--,--,220 lb,170 lb,315 lb,315 lb,--
1788,45,Patti Comeaux,http://games.crossfit.com/athlete/72702,1689 (11458),0,61.0,0,0,130 lb,4275 (213),1582 (339),1587 (96),2633 (203),1381 (10:52),16,,CrossFit Herd,--,--,--,--,--,--,--,165 lb,110 lb,225 lb,230 lb,25
1789,30,Kristina Horsch,http://games.crossfit.com/athlete/327018,1690 (11465),0,,0,0,138 lb,1175 (248),5790 (255),1147 (101),1716 (211),1637 (11:03),16,Team ICT,CrossFit Middle of the Map,--,--,--,--,--,--,--,--,--,--,--,--
1790,32,Marissa Martinez,http://games.crossfit.com/athlete/361177,1691 (11469),0,61.0,0,0,128 lb,1005 (252),1642 (339),3421 (86),3951 (196),1450 (10:55),16,CrossFit Federal Hill,CrossFit Federal Hill,4:15,--,--,--,--,--,--,165 lb,125 lb,260 lb,250 lb,--
1791,30,Nicky Berman,http://games.crossfit.com/athlete/161588,1692 (11475),0,60.0,0,0,145 lb,2546 (228),2445 (262),2649 (89),3103 (200),732 (10:16),16,CrossFit Virtuosity,CrossFit Virtuosity,4:00,9:30,3:03,24:58,--,1:10,--,187 lb,140 lb,300 lb,240 lb,30
1792,32,McKensey Ciaramella,http://games.crossfit.com/athlete/147441,1693 (11482),0,66.0,0,0,125 lb,616 (265),2636 (261),2584 (89),1846 (210),3800 (12:09),16,TEKTON,Tekton CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1793,24,Christa Munari,http://games.crossfit.com/athlete/63220,1693 (11482),0,62.0,0,0,134 lb,1095 (250),1341 (340),841 (103),4742 (193),3463 (12:00),16,CrossFit 7220,CrossFit 7220,2:47,0:00,1:55,24:53,--,0:00,0:00,175 lb,150 lb,260 lb,270 lb,40
1794,27,Jonna Trexler,http://games.crossfit.com/athlete/476541,1695 (11489),0,64.0,0,0,125 lb,1706 (239),4843 (256),3135 (88),996 (222),809 (10:21),16,South Mountain CrossFit,South Mountain CrossFit,2:47,--,--,--,--,1:02,17:56,170 lb,143 lb,300 lb,235 lb,--
1795,30,Kelsey Nagel,http://games.crossfit.com/athlete/8351,1696 (11492),0,71.0,0,0,180 lb,3783 (217),1542 (340),1587 (96),661 (234),3919 (12:12),16,CrossFit Marysville,CrossFit Marysville,4:15,0:00,1:21,0:00,--,0:00,21:52,245 lb,200 lb,390 lb,315 lb,27
1796,27,Kaitlin Kopp,http://games.crossfit.com/athlete/34526,1697 (11495),0,67.0,0,0,153 lb,2371 (231),1503 (340),2897 (88),2304 (205),2420 (11:32),16,Diablo CrossFit Anejo,Diablo CrossFit,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1797,39,Deana Gillespey,http://games.crossfit.com/athlete/12089,1698 (11500),0,67.0,0,0,151 lb,3061 (222),2006 (339),2171 (90),1429 (214),2833 (11:45),16,Bomb Squad,CrossFit Fury,2:37,8:12,1:55,19:38,0,1:07,23:11,95 kg,81 kg,153 kg,130 kg,32
1798,26,Chelsea Lyons,http://games.crossfit.com/athlete/229423,1699 (11506),0,68.0,0,0,157 lb,1471 (243),1020 (342),647 (105),5758 (189),2610 (11:38),16,Union Fitness,CrossFit Minneapolis,0:00,--,--,--,--,--,--,225 lb,173 lb,403 lb,298 lb,--
1799,26,Lauren Calvert,http://games.crossfit.com/athlete/530307,1700 (11507),0,,0,0,139 lb,775 (260),2315 (262),4361 (78),2606 (203),1450 (10:55),16,CrossFit Faction,CrossFit Faction,--,--,--,--,--,--,--,--,--,--,--,--
1800,38,Ruthie Crew,http://games.crossfit.com/athlete/77831,1701 (11516),0,,0,0,150 lb,1386 (245),2009 (339),1233 (101),2669 (203),4219 (12:19),16,CrossFit Takeover,CrossFit Takeover,--,--,--,--,--,--,--,--,--,--,--,--
1801,25,Molly Marker,http://games.crossfit.com/athlete/207521,1702 (11517),0,,0,0,--,2054 (234),1527 (340),2396 (90),1701 (211),3839 (12:10),16,,Big Four CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1802,32,Misty Bingham,http://games.crossfit.com/athlete/9349,1703 (11519),0,,0,0,--,4951 (208),563 (345),2300 (90),1095 (219),2610 (11:38),16,Team Sua Sponte,CrossFit Sua Sponte West,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1803,25,Rachel Elery,http://games.crossfit.com/athlete/294100,1704 (11524),0,64.0,0,0,137 lb,2371 (231),2122 (300),2765 (89),2030 (208),2236 (11:26),16,8th Day Gym,8th Day CrossFit,--,--,--,--,--,--,--,215 lb,165 lb,--,285 lb,--
1804,25,Adriana Kaible,http://games.crossfit.com/athlete/103840,1705 (11529),0,65.0,0,0,145 lb,3157 (221),899 (343),2897 (88),1776 (210),2800 (11:44),16,Team Driving Force,Driving Force CrossFit,--,--,1:58,22:25,366,1:16,23:00,225 lb,175 lb,315 lb,275 lb,48
1805,24,caitlin danyi,http://games.crossfit.com/athlete/117311,1706 (11530),0,,0,0,146 lb,1706 (239),2874 (260),2760 (89),3891 (196),299 (09:37),16,CrossFit South Wharf,CrossFit South Wharf,--,--,3:51,--,--,--,--,68 kg,55 kg,110 kg,100 kg,--
1806,28,Melanee Swanson,http://games.crossfit.com/athlete/147582,1707 (11552),0,66.0,0,0,138 lb,3672 (218),1014 (342),1284 (100),3926 (196),1656 (11:04),16,CrossFit 919,CrossFit 919,--,--,--,--,--,--,--,--,--,--,--,--
1807,28,Solange Eddy,http://games.crossfit.com/athlete/48541,1708 (11556),0,68.0,0,0,165 lb,2371 (231),1060 (342),974 (102),2296 (205),4855 (12:33),16,Koda CrossFit,Koda CrossFit,5:27,0:00,2:18,0:00,314,0:00,0:00,185 lb,155 lb,385 lb,275 lb,--
1808,31,Allison Brager,http://games.crossfit.com/athlete/17283,1709 (11564),0,65.0,0,0,142 lb,3061 (222),1981 (339),806 (103),4934 (192),782 (10:20),16,CrossFit Terminus,CrossFit Terminus,2:26,8:26,2:14,19:26,361,59:00,22:54,190 lb,152 lb,300 lb,235 lb,45
1809,27,Blanche Isenblitter,http://games.crossfit.com/athlete/281663,1710 (11566),0,60.0,0,0,127 lb,2054 (234),1800 (339),2964 (88),2050 (208),2698 (11:41),16,NorBeau CrossFit,NorBeau CrossFit,--,--,4:10,--,318,--,--,190 lb,150 lb,235 lb,235 lb,--
1810,28,Chelsie Johnson,http://games.crossfit.com/athlete/96458,1711 (11579),0,60.0,0,0,130 lb,1005 (252),2283 (262),96 (121),2756 (203),5439 (12:45),16,CrossFit 334,CrossFit 334,--,--,2:22,--,--,--,--,185 lb,155 lb,315 lb,225 lb,--
1811,24,Olivia Sundeen,http://games.crossfit.com/athlete/112180,1712 (11591),0,63.0,0,0,125 lb,3783 (217),1666 (339),3079 (88),1853 (210),1210 (10:45),16,,CrossFit Fargo,4:36,--,--,--,--,--,--,175 lb,140 lb,255 lb,220 lb,--
1812,29,Kelley O'Grady,http://games.crossfit.com/athlete/468686,1713 (11597),0,68.0,0,0,142 lb,1210 (247),3723 (258),2784 (89),1343 (215),2537 (11:36),16,Kamloops CrossFit,Kamloops CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1813,39,Tina Montez,http://games.crossfit.com/athlete/391402,1714 (11600),0,69.0,0,0,145 lb,4132 (214),1369 (340),2604 (89),727 (232),2768 (11:43),16,Crossfit Joplin on 4th Team A,CrossFit Joplin on 4th,2:44,--,--,--,--,--,--,--,--,--,--,--
1814,23,Genevieve Morin Savard,http://games.crossfit.com/athlete/287188,1714 (11600),0,,0,0,141 lb,4951 (208),1848 (339),1316 (100),1128 (219),2357 (11:30),16,CrossFit 2342,CrossFit 2342,--,--,--,--,--,--,--,--,--,--,--,--
1815,29,Mallory Froman,http://games.crossfit.com/athlete/552910,1716 (11613),0,,0,0,145 lb,556 (267),1611 (339),5026 (77),1689 (211),2731 (11:42),16,Four Barrel CrossFit East,Four Barrel CrossFit East,--,--,--,--,--,--,--,--,--,--,--,--
1816,28,Karen Clark,http://games.crossfit.com/athlete/180344,1717 (11615),0,62.0,0,0,132 lb,2054 (234),3181 (260),1535 (97),2970 (201),1875 (11:13),16,CrossFit TUFF,CrossFit TUFF,--,--,--,--,--,--,--,--,--,--,--,--
1817,25,Hatice Yilmaz,http://games.crossfit.com/athlete/672757,1718 (11619),0,,0,0,--,4275 (213),743 (344),4469 (78),635 (235),1497 (10:57),16,,Antrum CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1818,32,Jessica Dubberly,http://games.crossfit.com/athlete/53350,1719 (11622),0,68.0,0,0,153 lb,1338 (246),3351 (259),600 (106),1152 (218),5181 (12:40),16,Crossfit Westchase,CrossFit Westchase,3:39,8:14,1:55,17:43,370,1:17,24:56,195 lb,155 lb,295 lb,235 lb,46
1819,28,Jamie Hubbs,http://games.crossfit.com/athlete/118021,1720 (11626),0,66.0,0,0,155 lb,2888 (224),468 (346),2010 (91),4385 (194),1875 (11:13),16,Boise CrossFit Gold,Boise CrossFit,4:36,--,2:52,23:30,--,0:59,22:23,175 lb,130 lb,290 lb,245 lb,25
1820,38,Karithe Nasser,http://games.crossfit.com/athlete/8530,1721 (11634),0,60.0,0,0,130 lb,1600 (241),890 (343),734 (104),7482 (185),928 (10:29),16,CrossFit Diligence,CrossFit Diligence,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1821,30,Melissa Hill,http://games.crossfit.com/athlete/6963,1722 (11637),0,64.96,0,0,158 lb,2429 (230),1841 (339),2604 (89),2343 (205),2420 (11:32),16,Sale CrossFit Lions,Sale CrossFit,4:03,9:14,2:05,0:00,--,1:18,0:00,80 kg,63 kg,120 kg,120 kg,21
1822,39,Svanhildur Nanna Vigfusdottir,http://games.crossfit.com/athlete/64387,1723 (11639),0,,0,0,125 lb,3559 (219),3345 (259),1770 (94),961 (224),2004 (11:18),16,CFXY,CrossFit XY,--,--,--,--,--,--,--,--,--,--,--,--
1823,34,Valeria Albarado,http://games.crossfit.com/athlete/283988,1724 (11641),0,59.84,0,0,58 kg,3157 (221),2558 (261),3372 (87),1228 (217),1326 (10:50),16,,Unaffiliated,--,--,--,--,--,--,--,--,--,--,--,--
1824,24,Gina Valenzuela,http://games.crossfit.com/athlete/352233,1725 (11652),0,,0,0,135 lb,1210 (247),1156 (341),1000 (102),7797 (184),489 (09:56),16,BoomBox Massive,Boombox CrossFit SD,--,--,--,--,--,--,--,--,--,--,--,--
1825,40,Amy Quimby,http://games.crossfit.com/athlete/3945,1726 (11672),0,65.0,0,0,120 lb,3157 (221),4257 (257),1124 (101),565 (238),2569 (11:37),16,CrossFit T-Town South,CrossFit T-Town South,0:00,8:23,2:19,0:00,377,0:00,0:00,175 lb,135 lb,350 lb,225 lb,37
1826,32,Tessa Jakovljevic,http://games.crossfit.com/athlete/482927,1727 (11694),0,66.93,0,0,132 lb,3458 (220),1997 (339),1172 (101),3941 (196),1126 (10:40),16,CrossFit Athletic Brookvale,CrossFit Athletic,--,--,--,--,--,--,--,--,--,--,--,--
1827,23,Katrina Kusick,http://games.crossfit.com/athlete/566415,1728 (11696),0,,0,0,108 lb,2054 (234),1369 (340),1472 (98),3883 (197),2918 (11:47),16,CrossFit 8085,CrossFit 8085,--,--,--,--,--,--,--,--,--,--,--,--
1828,27,Anna Clayton,http://games.crossfit.com/athlete/134574,1729 (11702),0,,0,0,143 lb,3672 (218),2187 (263),3329 (87),541 (238),1973 (11:17),16,Power Cat CrossFit,Power Cat CrossFit,--,--,--,--,--,--,--,176 lb,128 lb,273 lb,218 lb,--
1829,22,Cheyenne Rahn,http://games.crossfit.com/athlete/271634,1730 (11717),0,62.0,0,0,125 lb,2818 (225),1882 (339),2046 (91),2053 (208),2918 (11:47),16,Team StumpTown,CrossFit Stumptown,--,--,--,--,--,--,--,--,--,--,--,--
1830,35,Stefani Graham,http://games.crossfit.com/athlete/75008,1731 (11720),0,70.0,0,0,160 lb,2676 (226),2458 (262),4618 (77),720 (232),1248 (10:47),16,CF Anywhere TIEDYE NATION,CrossFit Anywhere,3:30,8:50,1:56,0:00,346,0:00,0:00,212 lb,182 lb,310 lb,295 lb,--
1831,23,Rose White,http://games.crossfit.com/athlete/149778,1732 (11736),0,63.0,0,0,127 lb,655 (264),2544 (261),6232 (75),1908 (209),397 (09:47),16,Brick Nation,Brick CrossFit,--,--,--,--,--,--,20:00,155 lb,120 lb,235 lb,185 lb,--
1832,30,Kelly Toppinen,http://games.crossfit.com/athlete/241924,1733 (11737),0,64.96,0,0,125 lb,4951 (208),2308 (262),1387 (99),2221 (206),870 (10:25),16,CrossFit Boss,CrossFit Boss,3:47,9:07,--,--,327,--,--,73 kg,59 kg,130 kg,110 kg,31
1833,32,Rebecca Conrad,http://games.crossfit.com/athlete/102288,1734 (11740),0,63.0,0,0,130 lb,2371 (231),1586 (339),5179 (76),1434 (214),1170 (10:43),16,12th State CrossFit,12th State CrossFit,--,--,2:22,19:23,373,--,--,165 lb,130 lb,250 lb,225 lb,--
1834,35,Jenniffer Scott,http://games.crossfit.com/athlete/247060,1735 (11742),0,65.0,0,0,140 lb,1210 (247),3091 (260),2171 (90),3146 (200),2124 (11:22),16,Shogun CrossFit,Shogun CrossFit,--,--,2:45,--,--,--,--,195 lb,155 lb,285 lb,265 lb,--
1835,31,Julie Tampien,http://games.crossfit.com/athlete/499820,1736 (11765),0,,0,0,--,3061 (222),1944 (339),2046 (91),2650 (203),2064 (11:20),16,CF Dūrātus,CrossFit Duratus,--,--,--,--,--,--,--,--,--,--,--,--
1836,30,Nicole Race,http://games.crossfit.com/athlete/558531,1737 (11772),0,,0,0,165 lb,2371 (231),2241 (263),2938 (88),1216 (217),3006 (11:49),16,,SPSC CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1837,31,Kathleen Ryan,http://games.crossfit.com/athlete/126099,1738 (11785),0,66.0,0,0,155 lb,4132 (214),732 (344),1754 (94),2076 (207),3091 (11:51),16,CrossFit Virtuosity,CrossFit Virtuosity,--,--,--,--,--,--,--,--,--,--,--,--
1838,22,Lexi Colabianchi,http://games.crossfit.com/athlete/673145,1739 (11792),0,62.0,0,0,130 lb,1796 (238),495 (346),879 (103),4304 (195),4318 (12:21),16,Derby City CrossFit,Derby City CrossFit,--,--,--,--,--,--,--,210 lb,170 lb,--,--,--
1839,33,Hanna Wardlaw,http://games.crossfit.com/athlete/34394,1740 (11813),0,,0,0,--,1600 (241),2601 (261),3030 (88),3201 (200),1381 (10:52),16,CrossFit Lorton,CrossFit Lorton,--,--,--,--,--,--,--,--,--,--,--,--
1840,23,Tegan Bartlett,http://games.crossfit.com/athlete/121099,1741 (11815),0,,0,0,--,1471 (243),3026 (260),2128 (90),1160 (218),4030 (12:15),16,Functional Strength CrossFit,Functional Strength CrossFit,--,--,--,--,--,--,--,0 kg,0 kg,0 kg,0 kg,--
1841,28,Stephanie Leigh Smith,http://games.crossfit.com/athlete/447364,1742 (11817),0,64.0,0,0,142 lb,894 (258),1673 (339),1485 (97),1474 (214),6291 (13:01),16,CrossFit 334,CrossFit 334,3:18,10:02,3:16,--,--,1:27,--,175 lb,151 lb,285 lb,247 lb,--
1842,29,Brittany Lee,http://games.crossfit.com/athlete/143435,1743 (11820),0,,0,0,140 lb,2818 (225),1255 (341),6232 (75),706 (233),809 (10:21),16,Thorbeckes CrossFit,Thorbeckes CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1843,30,Kristen Henton,http://games.crossfit.com/athlete/256501,1744 (11822),0,66.0,0,0,125 lb,775 (260),4382 (257),1359 (99),1931 (209),3375 (11:58),16,Team CrossFit Longview,CrossFit Longview,3:05,8:27,--,--,314,--,23:52,167 lb,130 lb,245 lb,215 lb,46
1844,29,Michelle Greaves,http://games.crossfit.com/athlete/150136,1745 (11827),0,67.32,0,0,143 lb,1137 (249),3347 (259),1680 (95),2701 (203),2962 (11:48),16,FitHouse,FitHouse CrossFit,3:07,8:55,--,--,--,--,--,185 lb,150 lb,285 lb,230 lb,40
1845,28,Kelly Saurman,http://games.crossfit.com/athlete/266098,1746 (11830),0,,0,0,150 lb,1864 (237),2608 (261),2123 (90),1435 (214),3800 (12:09),16,TEAM Ironborough,CrossFit Ironborough,--,--,--,--,--,--,--,--,--,--,--,--
1846,26,Hiliary Parham,http://games.crossfit.com/athlete/250111,1747 (11848),0,62.0,0,0,137 lb,1531 (242),1164 (341),2123 (90),1476 (214),5554 (12:47),16,CrossFit Pisgah,CrossFit Pisgah,3:27,8:25,--,--,337,--,--,190 lb,160 lb,300 lb,240 lb,--
